year,category,canonical_category,nominee,nominee_id,work,work_id,role,network,poster_url,nominee_url,winner,show_first_air_date,show_status,show_seasons,show_runtime,show_genres,show_overview,backdrop_url,imdb_show_url,tmdb_show_url,person_birthday,person_birthplace,person_department,person_gender,person_biography,imdb_person_url,tmdb_person_url
1950,Best Children's Show,Best Children's Show,,,Time for Beany,,,KTLA,,,true,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Cyclone Malone,,,KNBH,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,"Kukla, Fran and Ollie",,,KNBH,https://image.tmdb.org/t/p/w500/3gjJ3izq2yWvbz2pf5BS5mdXsf9.jpg,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,The Ed Wynn Show,,,KTTV,,,true,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Pantomime Quiz,,,KTTV,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Your Witness,,,KECA,https://image.tmdb.org/t/p/w500/nnlFsISnA7LVs5hZKE7FDyikINd.jpg,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Crusade in Europe,,,KTTV,https://image.tmdb.org/t/p/w500/xxKrTSor974OhPF8y2bcTqefjhS.jpg,,true,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Ford News and Weather,,,KNBH,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Kathy Fiscus Rescue,,,KTLA,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Man's Best Friend,,,KTLA,https://image.tmdb.org/t/p/w500/9iTJHbE9zhecCWzPjMNdF5jnx7b.jpg,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Nuremberg Trials,,,KTSL,https://image.tmdb.org/t/p/w500/rnwIurA2RbLBqXWmdDEh9VLFYoj.jpg,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Teleforum,,,KTLA,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Milton Berle,,,KNBH,,,true,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Fran Allison,,,KNBH,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Arthur Godfrey,,,KTTV,https://image.tmdb.org/t/p/w500/KqsuC4AA5DsIIuxg0Zj8eBWvfV.jpg,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Ed Wynn,,,KTTV,,,true,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Tom Harmon,,,KECA and KFI,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Mike Stokey,,,KTTV and KTLA,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Bill Welsh,,,KFI and KTLA,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Wrestling,,,KTLA,https://image.tmdb.org/t/p/w500/i6qcmAI7UP1q5TgDgtygjGy2Dmj.jpg,,true,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Amateur Boxing,,,KTLA,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Baseball,,,KLAC,https://image.tmdb.org/t/p/w500/qneEtyv9BKgfb7sVmtnvDqTmV4b.jpg,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,College Basketball,,,KTTV,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,Ice Hockey,,,KTLA,,,false,,,,,,,,,,,,,,,,
1950,Best Children's Show,Best Children's Show,,,USC-UCLA Football,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,"Kukla, Fran and Ollie",,,KNBH,https://image.tmdb.org/t/p/w500/3gjJ3izq2yWvbz2pf5BS5mdXsf9.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Vienna Philharmonic,,,KTTV,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Time for Beany,,,KTLA,,,true,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,The Cisco Kid,,,KNBH,https://image.tmdb.org/t/p/w500/5AbEGDjCQ4uvuAb0soTKEwf9zSJ.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Jump Jump,,,KTTV,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,The Lone Ranger,,,KTLA,https://image.tmdb.org/t/p/w500/sAQSKgrYC0l5kQbLk8QXINAK6F4.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Truth or Consequences,,,KTTV,https://image.tmdb.org/t/p/w500/jIpI6Y1CJruLV6elz8cr3TCVsrQ.jpg,,true,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Kay Kyser's Kollege of Musical Knowledge,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Life with Linkletter,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Pantomime Quiz,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,You Bet Your Life,,,KNBH,https://image.tmdb.org/t/p/w500/kFdD8LAAhDAXiWVF7KBati9l17W.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Campus Chorus and Orchestra,,,KTSL,,,true,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Designed for Women,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Sunset Service,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,The Woman's Voice,,,KTTV,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,KFI-TV University,,,KFI,,,true,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Kieran's Kaleidoscope,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Know Your Schools,,,KFI,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Magazine of the Week,,,KTLA,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Zoo Parade,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,KTLA Newsreel,,,KTLA,,,true,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Clete Roberts,,,KLAC,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Ford News and Weather,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Children's Show,Best Children's Show,,,Fleetwood Lawton,,,KTSL,,,false,,,,,,,,,,,,,,,,
1951,Best Dramatic Show,Best Dramatic Show,,,The Philco Television Playhouse,,,KNBH,https://image.tmdb.org/t/p/w500/nnsKNCd14JjRTnaz6OZh4sQoNV6.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Dramatic Show,Best Dramatic Show,,,Studio One,,,KTTV,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Dramatic Show,Best Dramatic Show,,,Pulitzer Prize Playhouse,,,KECA,,,true,,,,,,,,,,,,,,,,
1951,Best Dramatic Show,Best Dramatic Show,,,Fireside Theater,,,KTLA,,,false,,,,,,,,,,,,,,,,
1951,Best Dramatic Show,Best Dramatic Show,,,I Remember Mama,,,KTLA,https://image.tmdb.org/t/p/w500/oqiq3Zm6NeiVvd08gpUUu3WrihA.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,The Alan Young Show,,,KTTV,,,true,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Four Star Revue,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,The Ken Murray Show,,,KTTV,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Texaco Star Theater,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Election Coverage,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Los Angeles Rams Football,,,KNBH,,,true,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,College Basketball Games,,,KTTV,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,College Football Games,,,KTTV,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Hollywood Baseball,,,KLAC,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Los Angeles Baseball,,,KFI,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,City at Night,,,KTLA,,,true,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Tournament of Roses,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,In Our Time,,,KTTV,https://image.tmdb.org/t/p/w500/5wae06KRspRGVvmC1TgpsxlsAi.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Teleforum,,,KTLA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Marshall Plan,,,KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Groucho Marx,,,KNBH,,,true,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Sid Caesar,,,KNBH,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Faye Emerson,,,KTTV and KECA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Dick Lane,,,KTLA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Departure of Marines to Korea,,,KTLA,,,true,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Arrival of Cruiser from Korea,,,KTLA,,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Your Show of Shows,,,KNBH,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,false,,,,,,,,,,,,,,,,
1951,Best Variety Show,Best Variety Show,,,Classified Column,,,KTTV,,,false,,,,,,,,,,,,,,,,
1952,Best Comedy Show,Best Comedy Show,,,The Red Skelton Show,,,NBC,https://image.tmdb.org/t/p/w500/6e54gnblIDcwDGOGhzPyV0fB6Rw.jpg,,true,,,,,,,,,,,,,,,,
1952,Best Comedy Show,Best Comedy Show,,,The George Burns and Gracie Allen Show,,,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1952,Best Comedy Show,Best Comedy Show,,,Herb Shriner Show,,,ABC,,,false,,,,,,,,,,,,,,,,
1952,Best Comedy Show,Best Comedy Show,,,You Bet Your Life,,,NBC,https://image.tmdb.org/t/p/w500/kFdD8LAAhDAXiWVF7KBati9l17W.jpg,,false,,,,,,,,,,,,,,,,
1952,Best Comedy Show,Best Comedy Show,,,I Love Lucy,,,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,false,,,,,,,,,,,,,,,,
1952,Best Dramatic Show,Best Dramatic Show,,,Studio One,,,CBS,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,true,,,,,,,,,,,,,,,,
1952,Best Dramatic Show,Best Dramatic Show,,,Celanese Theatre,,,ABC,,,false,,,,,,,,,,,,,,,,
1952,Best Dramatic Show,Best Dramatic Show,,,Philco-Goodyear TV Playhouse,,,NBC,,,false,,,,,,,,,,,,,,,,
1952,Best Dramatic Show,Best Dramatic Show,,,Pulitzer Prize Playhouse,,,ABC,,,false,,,,,,,,,,,,,,,,
1952,Best Dramatic Show,Best Dramatic Show,,,Robert Montgomery Presents,,,NBC,https://image.tmdb.org/t/p/w500/jZLS9pS4JGltYIB43c2UvXhqZqW.jpg,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Your Show of Shows,,,NBC,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,true,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,All Star Revue,,,NBC,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,The Colgate Comedy Hour,,,NBC,https://image.tmdb.org/t/p/w500/oWvIOn94vgsrius8HYTreQgJtjp.jpg,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,The Fred Waring Show,,,CBS,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Toast of the Town,,,CBS,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Red Skelton,,,NBC,,,true,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Lucille Ball,,,CBS,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Sid Caesar,,,NBC,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Imogene Coca,,,NBC,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Jimmy Durante,,,NBC,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Jerry Lewis and Dean Martin,,,NBC,,,false,,,,,,,,,,,,,,,,
1952,Best Variety Show,Best Variety Show,,,Herb Shriner,,,ABC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,The Gabby Hayes Show,,,NBC,https://image.tmdb.org/t/p/w500/ky5LMCovweKC1icnbB9k9SHphaH.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Arthur Godfrey,,,CBS,https://image.tmdb.org/t/p/w500/KqsuC4AA5DsIIuxg0Zj8eBWvfV.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Lucille Ball,,,CBS,,,true,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Martha Raye,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Edward R. Murrow,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Imogene Coca,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Meet the Press,,,NBC,https://image.tmdb.org/t/p/w500/aCLynKB2KB2Raqv7UufWwuQghtp.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,"Kukla, Fran and Ollie",,,NBC,https://image.tmdb.org/t/p/w500/3gjJ3izq2yWvbz2pf5BS5mdXsf9.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Time for Beany,,,KTLA,,,true,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Big Top,,,CBS,https://image.tmdb.org/t/p/w500/iIM7bHXg9FXKQaCZ127c3THqIiq.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Puppet Playhouse,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Super Circus,,,NBC,https://image.tmdb.org/t/p/w500/sOX8vdsvKszZeWlIldzgwXF2JVa.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Zoo Parade,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,See It Now,,,CBS,https://image.tmdb.org/t/p/w500/dJkJQ0W9WKhNXu7WAw8bYcfFzNs.jpg,,true,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Camel News Caravan,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Life Is Worth Living,,,DuMont,https://image.tmdb.org/t/p/w500/cuNU4B0d1ZVb49GM9kxKKfJUjCy.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Donald O'Connor,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Victory at Sea,,,NBC,https://image.tmdb.org/t/p/w500/2aIFcJ7C2e5LQjfxIOcs3QtxBWC.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Jimmy Durante,,,NBC,,,true,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Sid Caesar,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Wally Cox,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Jackie Gleason,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Herb Shriner,,,ABC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Eve Arden,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Joan Davis,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Adlai Stevenson,,,NBC,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Fulton J. Sheen,,,DuMont,,,true,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Lucille Ball,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Children's Program,Best Children's Program,,,Jimmy Durante,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Dramatic Program,Best Dramatic Program,,,Robert Montgomery Presents,,,NBC,https://image.tmdb.org/t/p/w500/jZLS9pS4JGltYIB43c2UvXhqZqW.jpg,,true,,,,,,,,,,,,,,,,
1953,Best Dramatic Program,Best Dramatic Program,,,Celanese Theatre,,,ABC,,,false,,,,,,,,,,,,,,,,
1953,Best Dramatic Program,Best Dramatic Program,,,Goodyear Television Playhouse,,,NBC,https://image.tmdb.org/t/p/w500/mUejAXlnlNhABbuB0MrXWTlHutg.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Dramatic Program,Best Dramatic Program,,,Kraft Television Theatre,,,NBC,https://image.tmdb.org/t/p/w500/57qN0OyANif7zOI1oaX7r5SgTGg.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Dramatic Program,Best Dramatic Program,,,Studio One,,,CBS,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Situation Comedy,Best Situation Comedy,,,I Love Lucy,,,CBS,https://image.tmdb.org/t/p/w500/mPUSrFTvQqwEqTtfukxJBtkbxWj.jpg,,true,,,,,,,,,,,,,,,,
1953,Best Situation Comedy,Best Situation Comedy,,,Mister Peepers,,,NBC,https://image.tmdb.org/t/p/w500/7LRD5QBTWln5eIC7FkzwqCjaK6k.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Situation Comedy,Best Situation Comedy,,,The George Burns and Gracie Allen Show,,,CBS,https://image.tmdb.org/t/p/w500/kvCVEK1AeNTBbY5OREw2YdRa9bF.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Situation Comedy,Best Situation Comedy,,,The Amos 'n Andy Show,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Situation Comedy,Best Situation Comedy,,,Our Miss Brooks,,,CBS,https://image.tmdb.org/t/p/w500/xNTKuGh4JYG449XJn7lf4V2WuGl.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Situation Comedy,Best Situation Comedy,,,The Adventures of Ozzie & Harriet,,,ABC,,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Dragnet,,,NBC,https://image.tmdb.org/t/p/w500/393BVqnVaioYBE5f3LMUwFRAwPQ.jpg,,true,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,The Big Story,,,NBC,https://image.tmdb.org/t/p/w500/aTB1RsVhHxch2mO4NdGMVpdG0DS.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Foreign Intrigue,,,Syndicated,https://image.tmdb.org/t/p/w500/cfRRV0paefuhmwiaBjnYpFStyYw.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,"Martin Kane, Private Eye",,,NBC,https://image.tmdb.org/t/p/w500/zVcXekcf6LefEAtHlRsc1HpC1NL.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,The Colgate Comedy Hour,,,NBC,https://image.tmdb.org/t/p/w500/oWvIOn94vgsrius8HYTreQgJtjp.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Your Show of Shows,,,NBC,https://image.tmdb.org/t/p/w500/dCAAQXYcFzm2SQd0JkFwYzFxzK9.jpg,,true,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,What's My Line?,,,CBS,https://image.tmdb.org/t/p/w500/A9T7xSQFnlxFgZkqC4lmHYPXhq4.jpg,,true,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,You Bet Your Life,,,NBC,https://image.tmdb.org/t/p/w500/kFdD8LAAhDAXiWVF7KBati9l17W.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Racket Squad,,,NBC,https://image.tmdb.org/t/p/w500/yEgnOB56M9PSjG7Ar7Wr7K4lLoF.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Toast of the Town,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Down You Go,,,DuMont,,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,This Is Your Life,,,NBC,https://image.tmdb.org/t/p/w500/ot1iWBTekpduO2q6TFto7zj2hf.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Two for the Money,,,NBC,https://image.tmdb.org/t/p/w500/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,Arthur Godfrey and His Friends,,,CBS,,,false,,,,,,,,,,,,,,,,
1953,Best Variety Program,Best Variety Program,,,The Jackie Gleason Show,,,CBS,https://image.tmdb.org/t/p/w500/f3ZcBilKEPbXFOT8x6zFEitgG7P.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Zoo Parade,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Super Circus,,,NBC,https://image.tmdb.org/t/p/w500/sOX8vdsvKszZeWlIldzgwXF2JVa.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Victory at Sea,,,NBC,https://image.tmdb.org/t/p/w500/2aIFcJ7C2e5LQjfxIOcs3QtxBWC.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Ding Dong School,,,NBC,https://image.tmdb.org/t/p/w500/hOF2q4KlcSefAGy8Ljp6yd8Lsla.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Big Top,,,CBS,https://image.tmdb.org/t/p/w500/iIM7bHXg9FXKQaCZ127c3THqIiq.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,"Kukla, Fran and Ollie",,,NBC,https://image.tmdb.org/t/p/w500/3gjJ3izq2yWvbz2pf5BS5mdXsf9.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Adventure,,,CBS,https://image.tmdb.org/t/p/w500/hWcjuzknX5QmvYMHYRZzRn8DeoH.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Life Is Worth Living,,,Syndication,https://image.tmdb.org/t/p/w500/cuNU4B0d1ZVb49GM9kxKKfJUjCy.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Meet the Press,,,NBC,https://image.tmdb.org/t/p/w500/aCLynKB2KB2Raqv7UufWwuQghtp.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Person to Person,,,CBS,https://image.tmdb.org/t/p/w500/45ViOxTTPpkk4dpX6aaQZcbDMzR.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,See It Now,,,CBS,https://image.tmdb.org/t/p/w500/dJkJQ0W9WKhNXu7WAw8bYcfFzNs.jpg,,true,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Camel News Caravan,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Gillette Cavalcade of Sports,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Pabst Blue Ribbon Bouts,,,CBS,,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,Professional Football,,,DuMont,https://m.media-amazon.com/images/M/MV5BMjdkZWI3ZTQtYmUwMS00NmZlLWFmNzctNWEyOGZjYjAzNjBlXkEyXkFqcGdeQXVyMjE5MzM3MjA@._V1_SX300.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Children's Program,Best Children's Program,,,NCAA Football Games,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best Dramatic Program,Best Dramatic Program,,,Studio One,,,CBS,https://image.tmdb.org/t/p/w500/rTauMq9Zi9KM2gGzX0qO80JoBmS.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Dramatic Program,Best Dramatic Program,,,Robert Montgomery Presents,,,NBC,https://image.tmdb.org/t/p/w500/jZLS9pS4JGltYIB43c2UvXhqZqW.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Dramatic Program,Best Dramatic Program,,,Philco-Goodyear TV Playhouse,,,NBC,,,false,,,,,,,,,,,,,,,,
1954,Best Dramatic Program,Best Dramatic Program,,,Kraft Television Theatre,,,NBC,https://image.tmdb.org/t/p/w500/57qN0OyANif7zOI1oaX7r5SgTGg.jpg,,false,,,,,,,,,,,,,,,,
1954,Best Dramatic Program,Best Dramatic Program,,,The United States Steel Hour,,,ABC,https://image.tmdb.org/t/p/w500/15Lz0tLjmTswcp46Buc3jxvhUoL.jpg,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Arthur Godfrey,,,CBS,https://image.tmdb.org/t/p/w500/KqsuC4AA5DsIIuxg0Zj8eBWvfV.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,The United States Steel Hour,,,ABC,https://image.tmdb.org/t/p/w500/15Lz0tLjmTswcp46Buc3jxvhUoL.jpg,,true,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Adventure,,,CBS,https://image.tmdb.org/t/p/w500/hWcjuzknX5QmvYMHYRZzRn8DeoH.jpg,,false,,,,,,,,,,,,,,,,
1954,Best New Program,Best New Program,,,Ding Dong School,,,NBC,https://image.tmdb.org/t/p/w500/hOF2q4KlcSefAGy8Ljp6yd8Lsla.jpg,,false,,,,,,,,,,,,,,,,
